date,cases
1/01/2019,1
2/01/2019,1
3/01/2019,1
4/01/2019,1
5/01/2019,1
6/01/2019,1
7/01/2019,1
8/01/2019,1
9/01/2019,1
10/01/2019,1
11/01/2019,1
12/01/2019,1
13/01/2019,1
14/01/2019,1
15/01/2019,1
16/01/2019,1
17/01/2019,1
18/01/2019,1
19/01/2019,1
20/01/2019,1
21/01/2019,1
22/01/2019,1
23/01/2019,1
24/01/2019,1
25/01/2019,1
26/01/2019,1
27/01/2019,1
28/01/2019,1
29/01/2019,1
30/01/2019,1
31/01/2019,1
1/02/2019,1
2/02/2019,1
3/02/2019,1
4/02/2019,1
5/02/2019,1
6/02/2019,1
7/02/2019,1
8/02/2019,1
9/02/2019,1
10/02/2019,1
11/02/2019,1
12/02/2019,1
13/02/2019,1
14/02/2019,1
15/02/2019,1
16/02/2019,1
17/02/2019,1
18/02/2019,1
19/02/2019,1
20/02/2019,1
21/02/2019,1
22/02/2019,1
23/02/2019,1
24/02/2019,1
25/02/2019,1
26/02/2019,1
27/02/2019,1
28/02/2019,1
1/03/2019,1
2/03/2019,1
3/03/2019,1
4/03/2019,1
5/03/2019,1
6/03/2019,1
7/03/2019,1
8/03/2019,1
9/03/2019,1
10/03/2019,1
11/03/2019,1
12/03/2019,1
13/03/2019,1
14/03/2019,1
15/03/2019,1
16/03/2019,1
17/03/2019,1
18/03/2019,1
19/03/2019,1
20/03/2019,1
21/03/2019,1
22/03/2019,1
23/03/2019,1
24/03/2019,1
25/03/2019,1
26/03/2019,1
27/03/2019,1
28/03/2019,1
29/03/2019,1
30/03/2019,1
31/03/2019,1
1/04/2019,1
2/04/2019,1
3/04/2019,1
4/04/2019,1
5/04/2019,1
6/04/2019,1
7/04/2019,1
8/04/2019,1
9/04/2019,1
10/04/2019,1
11/04/2019,1
12/04/2019,1
13/04/2019,1
14/04/2019,1
15/04/2019,1
16/04/2019,1
17/04/2019,1
18/04/2019,1
19/04/2019,1
20/04/2019,1
21/04/2019,1
22/04/2019,1
23/04/2019,1
24/04/2019,1
25/04/2019,1
26/04/2019,1
27/04/2019,1
28/04/2019,1
29/04/2019,1
30/04/2019,1
1/05/2019,1
2/05/2019,1
3/05/2019,1
4/05/2019,1
5/05/2019,1
6/05/2019,1
7/05/2019,1
8/05/2019,1
9/05/2019,1
10/05/2019,1
11/05/2019,1
12/05/2019,1
13/05/2019,1
14/05/2019,1
15/05/2019,1
16/05/2019,1
17/05/2019,1
18/05/2019,1
19/05/2019,1
20/05/2019,1
21/05/2019,1
22/05/2019,1
23/05/2019,1
24/05/2019,1
25/05/2019,1
26/05/2019,1
27/05/2019,1
28/05/2019,1
29/05/2019,1
30/05/2019,1
31/05/2019,1
1/06/2019,1
2/06/2019,1
3/06/2019,1
4/06/2019,1
5/06/2019,1
6/06/2019,1
7/06/2019,1
8/06/2019,1
9/06/2019,1
10/06/2019,1
11/06/2019,1
12/06/2019,1
13/06/2019,1
14/06/2019,1
15/06/2019,1
16/06/2019,1
17/06/2019,1
18/06/2019,1
19/06/2019,1
20/06/2019,1
21/06/2019,1
22/06/2019,1
23/06/2019,1
24/06/2019,1
25/06/2019,1
26/06/2019,1
27/06/2019,1
28/06/2019,1
29/06/2019,1
30/06/2019,1
1/07/2019,1
2/07/2019,1
3/07/2019,1
4/07/2019,1
5/07/2019,1
6/07/2019,1
7/07/2019,1
8/07/2019,1
9/07/2019,1
10/07/2019,1
11/07/2019,1
12/07/2019,1
13/07/2019,1
14/07/2019,1
15/07/2019,1
16/07/2019,1
17/07/2019,1
18/07/2019,1
19/07/2019,1
20/07/2019,1
21/07/2019,1
22/07/2019,1
23/07/2019,1
24/07/2019,1
25/07/2019,1
26/07/2019,1
27/07/2019,1
28/07/2019,1
29/07/2019,1
30/07/2019,1
31/07/2019,1
1/08/2019,1
2/08/2019,1
3/08/2019,1
4/08/2019,1
5/08/2019,1
6/08/2019,1
7/08/2019,1
8/08/2019,1
9/08/2019,1
10/08/2019,1
11/08/2019,1
12/08/2019,1
13/08/2019,1
14/08/2019,1
15/08/2019,1
16/08/2019,1
17/08/2019,1
18/08/2019,1
19/08/2019,1
20/08/2019,1
21/08/2019,1
22/08/2019,1
23/08/2019,1
24/08/2019,1
